id,game,score,leaderbord,gamers,comp_perc,rating,min_comp_time,max_comp_time,recommend to play
701,Jazzpunk (EU),1353,1.04,3812,91.3,2.8,1,2,not recommended
702,Jetpack Joyride,565,1.79,2988,14.3,3.2,20,25,recommended
703,JigSaw Abundance,1370,1.03,1158,94.6,1,0,1,not recommended
704,JigSaw Abundance (EU),1361,1.02,1481,95.8,1.6,0,1,not recommended
705,JigSaw Solace,324,1.03,321,94.1,2,0,1,not recommended
706,JigSaw Solace (EU),326,1.03,426,93,0.8,0,1,not recommended
707,Jigsaw Zen,1327,1.03,1242,91.7,2.3,1,2,not recommended
708,Jisei: The First Case HD,1338,1.01,768,96.5,2.7,0,1,not recommended
709,Jisei: The First Case HD (EU),1342,1.02,926,96,2.2,0,1,not recommended
710,Job Simulator,1647,1.28,7890,48.4,4.1,3,4,recommended
711,Job Simulator (EU),1617,1.25,5639,51.9,3.9,2,3,recommended
712,Jojo's Bizarre Adventure: Eyes of Heaven,2398,1.88,12152,14.9,3.8,30,35,recommended
713,Journey,601,1.91,86045,13.5,4.1,6,8,recommended
714,Journey to the Savage Planet,3484,2.19,4879,1.5,3.8,12,15,recommended
715,J-STARS Victory VS+,3218,2.49,15045,8.4,3.4,35,40,recommended
716,J-STARS Victory VS+ (EU),2723,2.11,10826,12.9,3.1,20,25,recommended
717,Judgment,4355,3.23,17709,4.3,4.4,100,120,recommended
718,Jurassic World Evolution,5291,2.65,16243,0.5,3.8,40,50,recommended
719,Just a Phrase by POWGI,1345,1.02,1093,94.7,1.8,1,2,not recommended
720,Just a Phrase by POWGI (EU),1340,1.02,1366,95.8,2,1,2,not recommended
721,Just Cause 3,4971,2.65,128407,2.1,3.6,60,80,recommended
722,Just Cause 4,4850,2.65,42538,1.9,3.3,35,40,recommended
723,Just Ignore Them,1410,1.04,1006,89.9,2.2,1,2,not recommended
724,Just Ignore Them (EU),1400,1.04,1200,91.8,1.7,0,1,not recommended
725,Ken Follett's The Pillars of the Earth,1727,1.26,1165,31.9,3.4,6,8,recommended
726,Killing Floor 2,3940,2.37,92223,3.1,3.7,25,30,recommended
727,Killzone Shadow Fall,6419,3.69,124204,0.6,3.4,50,60,recommended
728,Killzone Shadow Fall Intercept,394,1.25,537,53.4,4.1,12,15,recommended
729,Kimi no Hitomi ni Hit Me,1343,1.02,770,96,2,0,1,not recommended
730,King Oddball (PS4),840,2.67,17936,5.4,3,15,20,not recommended
731,Kingdom Come: Deliverance,7536,3.51,22276,0.7,3.7,120,150,recommended
732,KINGDOM HEARTS 0.2 Birth by Sleep – A Fragmentary Passage –,555,1.76,29883,11.6,4.1,12,15,recommended
733,KINGDOM HEARTS Birth by Sleep FINAL MIX,3046,2.36,24523,9.5,4.3,80,100,recommended
734,KINGDOM HEARTS Dream Drop Distance,3159,2.37,31540,11.4,3.8,50,60,recommended
735,KINGDOM HEARTS FINAL MIX,2550,1.91,46451,15.2,4.3,50,60,recommended
736,KINGDOM HEARTS II FINAL MIX,2498,1.89,32738,16,4.5,60,80,recommended
737,KINGDOM HEARTS III,3121,2.02,73807,1.2,4.2,50,60,recommended
738,KINGDOM HEARTS Re:Chain of Memories,2878,2.23,22674,12.3,3.5,60,80,recommended
739,Kingdom Hearts: Melody of Memory,2264,1.68,3878,20.9,4.2,40,50,recommended
740,King's Quest,1613,1.71,15653,7.5,3.9,3,4,recommended
741,Kitten Squad,189,1.4,9687,26.6,1.8,3,4,not recommended
742,Knack,3714,2.75,86731,8.6,3.2,50,60,recommended
743,Knack 2,2361,1.77,22854,19,3.6,15,20,recommended
744,Knee Deep,1484,1.12,977,72.9,3.2,6,8,recommended
745,Knightin'+,1413,1.05,820,89.1,0.5,0,1,not recommended
746,Knightin'+ (EU),1403,1.04,1345,90.7,1,0,1,not recommended
747,Knot,360,1.2,372,58.6,2,2,3,not recommended
748,Knowledge is Power,3873,3.04,32875,3.6,3.4,20,25,recommended
749,Kona,1978,1.5,2967,36.9,3.3,8,10,recommended
750,KOTODAMA,1812,1.44,1114,40.2,2.9,12,15,not recommended
751,Kung Fury: Street Rage,586,1.95,3484,10.4,3.2,1,2,recommended
752,L.A. Noire,3300,1.67,19039,15.6,4.4,30,35,recommended
753,L.A. Noire: The VR Case Files,2347,1.82,622,23.8,3.6,6,8,recommended
754,LA Cops,1640,1.3,4588,46.9,2.8,6,8,not recommended
755,Lara Croft and the Temple of Osiris,710,2.37,64585,5.3,3.1,8,10,recommended
756,Lara Croft GO,1420,1.09,22861,80.7,3.4,5,6,recommended
757,Last Day of June,372,1.18,2608,45.8,3.8,2,3,recommended
758,Late Shift,1437,1.14,10303,71,3.5,3,4,recommended
759,League of Evil (EU),1526,1.18,1018,64.2,3,2,3,not recommended
760,Leaving Lyndow,313,1.04,580,86.9,1.8,0,1,not recommended
761,LEGO Batman 3: Beyond Gotham,2676,1.57,29986,17.1,3.8,25,30,recommended
762,LEGO CITY Undercover,2084,1.62,12027,29.6,3.9,40,50,recommended
763,LEGO DC Super-Villains (EU),2725,1.51,6115,17.5,3.9,35,40,recommended
764,LEGO Dimensions,3230,1.67,11726,4.1,4,15,20,recommended
765,LEGO Harry Potter: Years 1-4,1878,1.39,18883,43.6,3.8,20,25,recommended
766,LEGO Harry Potter: Years 5-7,1680,1.24,12358,55.8,4,20,25,recommended
767,LEGO Jurassic World,1829,1.4,27986,40.3,3.9,25,30,recommended
768,LEGO Marvel Super Heroes,1987,1.58,50319,30.2,3.9,30,35,recommended
769,LEGO Marvel Super Heroes 2,2861,1.6,18946,13.6,3.7,50,60,recommended
770,LEGO Marvel's Avengers,2575,1.49,24612,18.8,3.8,25,30,recommended
771,LEGO Star Wars: The Force Awakens,2506,1.52,31751,15.6,4,25,30,recommended
772,LEGO The Hobbit,1951,1.5,17712,37.7,3.6,30,35,recommended
773,LEGO The Incredibles,1842,1.36,7864,41.6,3.7,20,25,recommended
774,LEGO Worlds,5379,3.17,19148,1.5,3.3,60,80,recommended
775,Leisure Suit Larry - Wet Dreams Don't Dry (EU),1496,1.19,816,62.9,4.1,8,10,recommended
776,Lethal VR,426,1.35,2150,32.5,3.1,0,1,recommended
777,Letter Quest Remastered,525,1.67,12701,26.8,3.2,12,15,recommended
778,Level 22,480,1.52,4979,33.1,2.9,2,3,not recommended
779,Life Is Strange,1594,1.25,121062,49.8,4.2,2,3,recommended
780,Life Is Strange 2,1593,1.24,16404,50.4,3.9,2,3,recommended
781,Life Is Strange: Before The Storm,1465,1.1,36771,72.5,3.9,2,3,recommended
782,LIMBO,760,2.41,50819,3.9,4,4,5,recommended
783,Linelight,1821,1.4,813,46.6,4.2,8,10,recommended
784,Little Adventure on the Prairie,1285,1.02,15517,95.6,1.2,0,1,not recommended
785,Little Nightmares,1522,2.16,23298,5.1,3.8,5,6,recommended
786,LittleBigPlanet 3,4811,3.14,86828,1.6,3.5,15,20,recommended
787,Loadout,2248,7.14,40910,0.6,2.6,100,120,not recommended
788,Lone Survivor: The Director's Cut,2446,1.9,10898,23.8,3.3,6,8,recommended
789,Loot Hero DX (EU),1323,1,561,98.8,2,0,1,not recommended
790,Lord Of The Click,1380,1.02,672,93,1.2,0,1,not recommended
791,Lords of the Fallen,4467,2.92,95492,1.8,3.2,25,30,recommended
792,Lost Grimoires 2: Shard of Mystery,1332,1.03,1849,89.7,3.2,3,4,recommended
793,Lost Grimoires: Stolen Kingdom,1349,1.05,2337,86.8,3,2,3,not recommended
794,Lost Wing (EU),1365,1.06,282,73.4,3.5,0,1,recommended
795,Lovers in a Dangerous Spacetime,4559,3.42,23616,5.7,3.2,10,12,recommended
796,Machinarium,380,1.2,2441,64.6,3.7,2,3,recommended
797,Mad Max,2705,2.03,112292,12.1,3.8,60,80,recommended
798,Madden NFL 20,3455,2.62,13246,5,3.9,15,20,recommended
799,Mafia II: Definitive Edition,3390,2.04,12507,4,3.8,20,25,recommended
800,Mafia III,3499,1.99,107596,3.6,3.5,40,50,recommended
801,Mafia: Definitive Edition (EU),1983,1.56,13318,24.8,4.2,25,30,recommended
802,Magicka 2,5787,4.29,34755,3.4,3.2,20,25,recommended
803,Mahjong,427,1.42,1734,39,3,8,10,not recommended
804,Making*Lovers,1296,1.03,411,93.9,1.7,0,1,not recommended
805,Maneater (PS4),1688,1.28,14712,54.4,3.9,10,12,recommended
806,Many Faces,1332,1.01,910,97.4,2.2,0,1,not recommended
807,Many Faces (EU),1336,1.01,1092,96.2,2,0,1,not recommended
808,Mark of the Ninja: Remastered (EU),1984,1.56,1206,32.5,4.8,15,20,recommended
809,Marvel's Guardians of the Galaxy: The Telltale Series,1370,1.07,21433,77.3,3.8,1,2,recommended
810,Marvel's Spider-Man,2656,1.34,232809,9.8,4.6,25,30,recommended
811,Marvel's Spider-Man: Miles Morales (PS4),1812,1.36,19499,38.1,4.4,15,20,recommended
812,Mass Effect: Andromeda,3071,2.27,69124,7.9,3.6,80,100,recommended
813,Max Payne,518,1.73,4542,24.2,3.9,2,3,recommended
814,MechaNika,1295,1.03,680,93.7,2.5,0,1,not recommended
815,Mecho Tales,1322,1.03,1781,92.9,2.3,2,3,not recommended
816,Mecho Tales (EU),1335,1.03,897,90.9,1.9,2,3,not recommended
817,MediEvil,1807,1.4,28456,41.7,3.9,15,20,recommended
818,Mega Man X Legacy Collection,2080,1.54,9915,32.8,4.5,20,25,recommended
819,Megadimension Neptunia VII,2851,2.18,8476,13.8,4.2,60,80,recommended
820,Mekabolt,1368,1.01,2418,96.9,1.9,0,1,not recommended
821,Mekabolt (Asia),1357,1.01,954,99,2,0,1,not recommended
822,Mekabolt (EU),1370,1.01,3300,96.7,1.9,0,1,not recommended
823,Mekorama (EU),1567,1.17,344,67.4,1.7,2,3,not recommended
824,Memory Lane,1348,1.01,1819,98,2.4,0,1,not recommended
825,Memory Lane (EU),1347,1.01,2568,98.1,2.4,0,1,not recommended
826,Mercenary Kings,3576,2.68,15907,8.8,3.3,50,60,recommended
827,METAGAL,1311,1.02,4044,94.4,2.4,0,1,not recommended
828,METAGAL (Asia),1300,1.01,1207,97.5,2.2,0,1,not recommended
829,METAGAL (EU),1309,1.01,4751,94.8,2.1,0,1,not recommended
830,METAGAL (Vita),1312,1.02,2273,94.5,2.7,0,1,not recommended
831,Metal Gear Solid V: Ground Zeroes,750,2.38,123071,8.1,3.7,15,20,recommended
832,Metal Gear Solid V: The Phantom Pain,3068,2.41,168755,8.5,4.3,150,200,recommended
833,METAL SLUG 3,658,2.09,20687,10.8,3.4,3,4,recommended
834,Metro 2033 Redux,2257,1.67,45753,23.3,4,20,25,recommended
835,Metro Exodus,3820,2.14,34285,2.5,3.9,20,25,recommended
836,Metro: Last Light Redux,2257,1.67,37011,22.3,4.1,20,25,recommended
837,Metropolis: Lux Obscura,1411,1.07,1023,82.1,3.6,4,5,recommended
838,Metropolis: Lux Obscura (EU),1419,1.08,1191,80.9,2.9,3,4,not recommended
839,Micetopia,1376,1.04,286,88.5,3,1,2,not recommended
840,Micetopia (EU),1356,1.03,370,92.7,1.8,1,2,not recommended
841,Middle-earth: Shadow of Mordor,3055,1.76,109263,1.3,4.1,25,30,recommended
842,Middle-earth: Shadow of Mordor - Game of the Year Edition,3064,1.76,50378,4.4,4.1,40,50,recommended
843,Middle-earth: Shadow of War,3069,1.79,76699,2.6,3.9,40,50,recommended
844,Midnight Deluxe,1365,1.01,5455,96.8,2.4,0,1,not recommended
845,Midnight Deluxe (Asia),1359,1.01,2523,98,2.1,0,1,not recommended
846,Midnight Deluxe (EU),1364,1.01,9134,97,2.5,0,1,not recommended
847,Mikagami Sumika no Seifuku Katsudou,304,1.01,629,97.1,0.5,0,1,not recommended
848,Milo's Quest,1366,1.01,2296,96.5,2.2,0,1,not recommended
849,Milo's Quest (EU),1365,1.01,3336,96.7,2,0,1,not recommended
850,Minecraft,10484,2.95,127563,1,4.2,30,35,recommended
851,Minecraft Dungeons,3149,1.81,12305,0.9,3.9,15,20,recommended
852,Minecraft: Story Mode - A Telltale Games Series,2498,1.29,24787,26.7,3.5,1,2,recommended
853,Minecraft: Story Mode - Season Two,1353,1.06,5990,80.9,3.5,1,2,recommended
854,Minefield,374,1.19,1922,59.6,2.6,0,1,not recommended
855,Minefield (EU),382,1.21,3332,57,2.3,0,1,not recommended
856,Minesweeper Genius,1486,1.15,232,69.4,3.8,6,8,recommended
857,Minesweeper Genius (EU),1509,1.17,363,67.2,3.9,4,5,recommended
858,Minit,1654,1.28,2814,51.2,4.2,1,2,recommended
859,Mirror's Edge Catalyst,2912,2.18,41375,12.4,3.6,20,25,recommended
860,Mixups by POWGI,1364,1.03,1500,92.5,2.3,1,2,not recommended
861,Mixups by POWGI (Asia),1339,1.01,426,96.7,2.8,1,2,not recommended
862,Mixups by POWGI (EU),1355,1.03,2205,93.7,2.7,1,2,not recommended
863,MLB 14 The Show,4610,3.41,9926,4.7,4,12,15,recommended
864,MLB The Show 17,3174,2.46,10153,7.1,4.4,30,35,recommended
865,MLB The Show 18,2231,1.73,8613,14.2,4.3,20,25,recommended
866,Mochi Mochi Boy,1303,1.01,2771,97.2,2.2,0,1,not recommended
867,Mochi Mochi Boy (Asia),1294,1,1137,99.3,2.5,0,1,not recommended
868,Mochi Mochi Boy (EU),1302,1.01,3828,97.4,2.3,0,1,not recommended
869,Modern Tales: Age of Invention,1342,1.03,724,89.8,3,2,3,not recommended
870,Mom Hid My Game!,333,1.11,423,69,3.1,1,2,recommended
871,MONOPOLY Deal,436,1.38,1293,35.6,2.5,3,4,not recommended
872,Monopoly Family Fun Pack,537,1.71,14005,9,3.2,2,3,recommended
873,MONOPOLY Plus,433,1.38,32665,16.6,3.3,1,2,recommended
874,Monster Boy and the Cursed Kingdom,1939,1.44,2849,42.6,4.3,20,25,recommended
875,Monster Energy Supercross - The Official Videogame,2682,1.99,22512,19.9,2.7,8,10,not recommended
876,Monster Jam: Crush It!,1427,1.06,4510,84.5,2.3,3,4,not recommended
877,More Dark,1306,1.01,376,95.7,4,0,1,recommended
878,More Dark (EU),1303,1.01,439,97.3,0.5,0,1,not recommended
879,Mortal Kombat 11 (PS4),2555,1.89,49203,14.7,4.3,40,50,recommended
880,Mortal Kombat X,4865,3.15,125523,2.1,4,50,60,recommended
881,Mortal Shell (EU),2764,2.14,4410,13.4,4,15,20,recommended
882,MotoGP 14,2095,1.55,3918,29.1,3.5,15,20,recommended
883,MotoGP 14 Compact,367,1.16,469,57.4,3.1,2,3,recommended
884,MotoGP 17,1911,1.42,2068,40.7,3.6,15,20,recommended
885,MotoGP 18,1727,1.28,1318,49.4,3.8,20,25,recommended
886,MouseCraft,441,1.47,13982,40.5,2.9,4,5,not recommended
887,Mr. Massagy,1373,1.02,13093,96,2.1,0,1,not recommended
888,Murdered: Soul Suspect,1581,1.24,40853,49.8,3.5,8,10,recommended
889,Music Racer (EU),1513,1.15,983,69.5,3.2,8,10,recommended
890,MXGP2 The Official Motocross Videogame,1651,1.22,2632,57.7,3.7,10,12,recommended
891,My Big Sister,1417,1.05,1079,89.2,2.4,1,2,not recommended
892,My Big Sister (EU),1422,1.05,1489,88.7,3,1,2,not recommended
893,My Name is Mayo,1375,1.02,48069,95.8,1.8,0,1,not recommended
894,My Name is Mayo 2,1361,1.01,13397,97.8,2.2,0,1,not recommended
895,My Time at Portia,3053,2.37,5316,10.6,3.6,80,100,recommended
896,N.E.R.O.: Nothing Ever Remains Obscure,1467,1.12,4969,75.6,2.4,2,3,not recommended
897,Naruto Shippuden: Ultimate Ninja Storm 2,2333,1.77,11073,18.8,4,35,40,recommended
898,Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,2121,1.57,10894,27.5,4,30,35,recommended
899,Naruto Shippuden: Ultimate Ninja Storm 4,2833,1.89,52293,6.1,4,35,40,recommended
900,Naruto: Ultimate Ninja Storm,1843,1.45,17170,38.6,3.6,12,15,recommended
901,NBA 2K17: The Prelude,389,1.23,17801,41.6,2.8,1,2,not recommended
902,NBA 2K18: The Prelude,377,1.2,18827,29.7,2.4,1,2,not recommended
903,NBA 2K19: The Prelude,367,1.17,13905,54.6,2.6,0,1,not recommended
904,NBA 2K20,7305,5.41,40494,0.6,3.3,200,700,recommended
905,Need for Speed,2736,1.84,85151,0.3,3.5,20,25,recommended
906,Need for Speed Heat,2449,1.92,42143,16.8,3.5,30,35,recommended
907,Need for Speed Payback,3091,2.17,84644,3.8,3.5,40,50,recommended
908,Need for Speed Rivals,2774,2.1,72693,14.9,3.5,20,25,recommended
909,NEKOPARA Vol.1,347,1.1,1048,78.5,2.4,0,1,not recommended
910,NEKOPARA Vol.2,326,1.04,710,91.3,2.4,0,1,not recommended
911,Neon Chrome (PS4),702,2.46,4816,6.8,3.4,12,15,recommended
912,Neon Junctions,1381,1.05,1314,88.9,2.6,1,2,not recommended
913,Neon Junctions (EU),1372,1.04,1865,90.6,2.4,1,2,not recommended
914,Never Alone (Kisima Ingitchuna),741,1.59,27315,8.9,3.3,3,4,recommended
915,Never Alone (Kisima Ingitchuna) (EU),699,1.5,33967,11.4,3.2,2,3,recommended
916,Never Alone (Kisima Ingitchuna) (JP),400,1.27,2236,48.8,3.5,3,4,recommended
917,Neverending Nightmares,336,1.12,1257,68.1,2.7,1,2,not recommended
918,New Super Lucky's Tale,1608,1.25,1047,48.7,4.3,10,12,recommended
919,Nexomon: Extinction (EU),2308,1.71,1700,21.8,4.4,50,60,recommended
920,Ni no Kuni II: Revenant Kingdom,3415,1.95,40070,1.7,4.1,60,80,recommended
921,Ni no Kuni: Wrath Of The White Witch Remastered,2960,2.27,8451,14,4.5,60,80,recommended
922,NieR: Automata,1945,1.44,96109,37.5,4.5,40,50,recommended
923,Nightmares from the Deep 2: The Siren's Call,1500,1.11,3405,70,3.5,6,8,recommended
924,Nightmares from the Deep 3: Davy Jones,1379,1.04,1488,85.5,3.6,6,8,recommended
925,Nightmares from the Deep: The Cursed Heart,1427,1.13,4664,68.1,3.2,6,8,recommended
926,Nights of Azure,2484,1.93,13484,17.9,3.3,40,50,recommended
927,Nights of Azure 2: Bride of the New Moon,2304,1.75,2051,22.4,3.5,40,50,recommended
928,Nioh,3627,1.93,104506,3.6,4.4,60,80,recommended
929,Nioh 2,3189,1.65,30695,3.3,4.5,80,100,recommended
930,Nitroplus Blasterz: Heroines Infinite Duel,2324,1.72,7708,21.7,3.7,8,10,recommended
931,No Man's Sky (PS4),3371,2.34,87905,1,3.2,40,50,recommended
932,Noir Chronicles: City of Crime,1317,1.05,1111,85.1,3,3,4,not recommended
933,NORTH,314,1.05,1226,89.3,1.5,0,1,not recommended
934,NORTH (EU),315,1.05,1127,88.1,1.7,0,1,not recommended
935,Nova-111,930,3.1,10247,6,2.8,8,10,not recommended
936,Nubla,1285,1.02,3556,95.1,2,0,1,not recommended
937,Nubla (EU),1280,1.02,5560,96.1,2.3,0,1,not recommended
938,Null Drifter,1366,1.01,919,96.7,1.2,0,1,not recommended
939,Null Drifter (Asia),1356,1,533,98.7,0.5,0,1,not recommended
940,Null Drifter (EU),1370,1.01,1089,96.6,2.2,0,1,not recommended
941,Null Drifter (JP),1365,1.01,657,97.6,0.5,0,1,not recommended
942,Observation,613,1.95,3028,10.2,3.8,6,8,recommended
943,Oceanhorn - Monster of Uncharted Seas,1922,1.42,7310,41.4,3.2,12,15,recommended
944,Octodad: Dadliest Catch,501,1.67,7145,22,3.7,4,5,recommended
945,Octodad: Dadliest Catch (EU),493,1.64,6602,23.3,3.3,2,3,recommended
946,Oddworld: New 'n' Tasty,4555,3.37,65096,4.8,3.6,15,20,recommended
947,Odin Sphere Leifthrasir,2235,1.66,17036,27.3,4.4,30,35,recommended
948,Of Tanks and Demons III,1368,1.01,460,95.9,4,1,2,recommended
949,OKAGE: Shadow King,2721,2.16,1743,16.8,3.7,30,35,recommended
950,Okami HD,2466,1.83,38454,20.9,4.3,50,60,recommended
951,Old Man's Journey,1394,1.06,4647,84.7,3.3,1,2,recommended
952,Omega Strike,1682,1.29,1054,51.9,3.2,4,5,recommended
953,One Eyed Kutkh,292,1.03,517,93.6,1.8,0,1,not recommended
954,One Eyed Kutkh (EU),293,1.03,382,93.2,1.9,0,1,not recommended
955,One Night Stand,1433,1.06,2027,86.3,2,0,1,not recommended
956,One Night Stand (EU),1421,1.05,2229,87.9,2.1,1,2,not recommended
957,ONE PIECE World Seeker,3289,1.66,5954,5.7,3.2,30,35,recommended
958,One Piece: Burning Blood,2023,1.5,12452,32.9,3.8,15,20,recommended
959,One Piece: Pirate Warriors 3,2334,1.79,18816,15.1,4,150,200,recommended
960,ONE PIECE: PIRATE WARRIORS 4,1589,1.22,7775,50.4,4.4,15,20,recommended
961,One Upon Light,473,1.66,537,31.7,2.7,5,6,not recommended
962,One Word by POWGI,1342,1.02,2749,96.3,2.2,0,1,not recommended
963,One Word by POWGI (Asia),1327,1.01,711,98.7,2.7,0,1,not recommended
964,One Word by POWGI (EU),1338,1.01,3988,96.8,2.7,0,1,not recommended
965,Onechanbara Z2: Chaos,3282,2.57,6055,9.3,3.7,20,25,recommended
966,ONRUSH,3242,2.43,53339,9.8,3.5,15,20,recommended
967,Orc Slayer,1447,1.07,4068,83.8,1.1,2,3,not recommended
968,Orc Slayer (EU),1444,1.07,5234,84.3,0.9,2,3,not recommended
969,Outlast,1498,3.03,58601,2.9,3.8,8,10,recommended
970,Outlast 2,5674,4.3,27803,2.2,3.5,20,25,recommended
971,Overcooked!,566,1.99,71887,12.8,4,8,10,recommended
972,Overcooked! 2,3854,1.89,23836,4.2,4.4,8,10,recommended
973,OXENFREE,1846,1.43,7371,35.2,3.8,12,15,recommended
974,PAC-MAN 256,603,1.92,4107,13.4,3.4,15,20,recommended
975,Pac-Man Championship Edition 2,6333,4.69,18339,1.6,3.4,8,10,recommended
976,Palm Reading Premium,318,1.01,552,97.6,0.8,0,1,not recommended
977,Palm Reading Premium (EU),319,1.01,351,97.2,1,0,1,not recommended
978,Paparazzi,340,1.13,617,69.5,1.8,0,1,not recommended
979,Paradox Soul,1382,1.02,2005,93.9,2.1,0,1,not recommended
980,Paradox Soul (EU),1378,1.02,2436,94.4,2.3,0,1,not recommended
981,Paradox Soul (HK/TW),1360,1.01,816,97.9,2.1,0,1,not recommended
982,Paraiso Island,409,1.3,1888,50.8,1.6,1,2,not recommended
983,Paraiso Island (EU),455,1.44,1281,40.5,1.1,1,2,not recommended
984,PaRappa the Rapper Remastered,2339,1.86,8954,19.6,2.9,4,5,not recommended
985,Party Hard,513,1.63,2424,11.9,3.5,8,700,recommended
986,Peasant Knight,1354,1.03,3400,91.5,2.2,0,1,not recommended
987,Peasant Knight (Asia),1336,1.01,1460,96,2.1,0,1,not recommended
988,Peasant Knight (EU),1357,1.03,5069,90.6,1.9,0,1,not recommended
989,Peggle 2,2637,1.87,22058,11.6,3.8,15,20,recommended
990,Penarium,566,1.8,360,10.8,2.9,8,10,not recommended
991,Perfect Angle,1339,1.04,1532,91.8,2.4,1,2,not recommended
992,Perils of Baking,1478,1.09,764,80.1,1,3,4,not recommended
993,Perils of Baking (EU),1502,1.11,941,76.8,1.6,2,3,not recommended
994,Persian Nights: Sands of Wonders,1327,1.04,994,87,3.5,3,4,recommended
995,Persona 3: Dancing in Moonlight,1783,1.35,8943,49.4,4,10,12,recommended
996,Persona 3: Dancing in Moonlight (JP),1634,1.24,2174,59.8,3.9,8,10,recommended
997,Persona 4: Dancing All Night,1825,1.37,6049,46.3,4.3,12,15,recommended
998,Persona 5,2524,1.91,76018,13.7,4.7,150,200,recommended
999,Persona 5 Royal,1717,1.36,17258,37.3,4.8,80,100,recommended
1000,Persona 5 Royal (EU),1662,1.32,12550,42.1,4.9,120,150,recommended
1001,Persona 5: Dancing in Starlight,1819,1.38,11408,46.5,4.1,12,15,recommended
1002,Persona 5: Dancing in Starlight (JP),1678,1.27,2515,56.2,4.2,8,10,recommended
1003,Personality and Psychology Premium,338,1.07,452,80.5,1,0,1,not recommended
1004,Phobos Vector Prime: The First Ring,1358,1.05,388,87.1,2.5,1,2,not recommended
1005,Phobos Vector Prime: The First Ring (EU),1418,1.1,877,78.7,2.5,1,2,not recommended
1006,Phoenix Wright: Ace Attorney Trilogy,2122,1.59,7660,33.8,4.3,40,50,recommended
1007,Pic-a-Pix Classic,1505,1.14,465,70.5,3.9,5,6,recommended
1008,Pic-a-Pix Color,1465,1.12,2047,73.5,2.9,10,12,not recommended
1009,Pic-a-Pix Pieces (EU),1548,1.17,619,66.7,3.2,15,20,recommended
1010,Pillar,325,1.08,170,80.6,2.8,1,2,not recommended
1011,Pity Pit,1338,1.01,1076,96.7,3,0,1,not recommended
1012,Pity Pit (EU),1333,1.01,1444,97.6,2,0,1,not recommended
1013,Pity Pit (JP),1331,1.01,656,98.3,5,0,1,recommended
1014,PixARK,2074,1.61,1574,32.3,1.5,1,2,not recommended
1015,Pixel Devil and the Broken Cartridge,1358,1.07,725,85.7,1,0,1,not recommended
1016,PixelJunk Shooter Ultimate,3567,2.64,53783,9.5,3.3,12,15,recommended
1017,Plague Inc: Evolved,3669,2.55,6620,3.4,3.7,20,25,recommended
1018,Planet of the Apes: Last Frontier (EU),1936,1.48,1683,34.1,3.4,12,15,recommended
1019,Planet of the Eyes,1285,1.02,4677,95.3,2.6,1,2,not recommended
1020,Planet RIX-13,1293,1.01,2730,96.8,2.1,0,1,not recommended
1021,Planet RIX-13 (EU),1290,1.01,3008,97,2.1,0,1,not recommended
1022,Plants vs. Zombies Garden Warfare 2,3185,2.1,37440,2.5,4.1,40,50,recommended
1023,Plants vs. Zombies: Garden Warfare,3375,2.18,68547,7.4,4,30,35,recommended
1024,PlayStation VR Worlds,9737,7.38,43905,0.9,3.5,15,20,recommended
1025,Please Don't Touch Anything,1489,1.18,473,61.7,5,1,2,recommended
1026,Pneuma: Breath of Life (EU),353,1.18,572,44.2,2.7,2,3,not recommended
1027,Poltergeist: A Pixelated Horror,547,1.74,1102,19.6,3,4,5,not recommended
1028,Prehistoric Dude (EU),1377,1.04,916,89.2,0.5,0,1,not recommended
1029,Prey,4114,2.66,41590,1.2,4,40,50,recommended
1030,Project CARS 2,3883,2.88,12832,6.2,3.6,35,40,recommended
1031,Project Starship,1335,1.01,916,96.8,1.5,0,1,not recommended
1032,Project Starship (EU),1338,1.01,1181,96.2,1,0,1,not recommended
1033,Prototype,4121,3.05,9925,6.2,3.3,20,25,recommended
1034,Prototype 2,1894,1.43,9670,36.7,3.8,12,15,recommended
1035,Psychonauts,2499,1.87,7925,20.6,4.1,15,20,recommended
1036,Psychonauts in The Rhombus of Ruin,399,1.4,2188,23.9,3.4,1,2,recommended
1037,PSYCHO-PASS: Mandatory Happiness,1605,1.19,6846,65.6,2.7,20,25,not recommended
1038,Punch Line (EU),1650,1.22,840,60.6,2.8,20,25,not recommended
1039,Push Me Pull You,476,1.67,693,26,2.2,0,1,not recommended
1040,Putty Squad,2391,1.77,2559,27.9,2.7,8,10,not recommended
1041,Puyo Puyo Tetris,3411,2.64,3864,7.8,4,30,35,recommended
1042,Puzzle Quest: Challenge of the Warlords,624,1.98,877,15.3,4.1,15,20,recommended
1043,Puzzle Showdown 4K,1376,1.07,4765,84.2,2.4,2,3,not recommended
1044,Pyre,2294,1.7,7121,23,3.9,12,15,recommended
1045,Q.U.B.E. Director's Cut,565,1.79,10414,10.6,3.3,3,4,recommended
1046,Queen's Quest 2: Stories of Forgotten Past,1337,1.04,879,88.6,3,3,4,not recommended
1047,Queen's Quest 3: The End of Dawn,1403,1.04,810,87.4,3.1,3,4,recommended
1048,Quiplash,392,1.37,2310,13.7,3.3,0,1,recommended
1049,Race The Sun,1158,3.67,40851,2.8,3,6,8,not recommended
1050,Radio Squid,1341,1.04,540,86.5,2.2,0,1,not recommended
1051,Radio Squid (EU),1347,1.04,660,85.6,1.9,0,1,not recommended
